,0,1,2,3,4,5,6
45,房総豚骨ラーメン こてメン堂,https://tabelog.com/chiba/A1202/A120204/12023279/,2.8,－,～￥999,房総の素材を使って作った九州ラーメン,千葉拉麺通信プロデュースによる房総の素材を駆使した豚骨ラーメン専門店です。<br>初訪でしたので、基本メニューと思われる塩こてメン650円を注文しました。<br>房総豚骨ラーメンと言ってますが、わかりやすく言えば房総の素材を使って作った九州(博多)ラーメンで、一風堂を意識した仕立てとなっていました。<br>うれしいのは替玉1玉まで無料、でも今回は唐揚げも注文していたので替玉は我慢しました。<br>個人的にはスープの塩味がちょっと強過ぎるように思いましたが、濃厚なのは良かったです。<br>広い店内にも関わらず、お客さんも結構入っていて繁盛しているご様子、駐車場も広いので、家族連れでもOKです。<br>メニューも豊富なので、また機会があれば来たいと思います。
46,喜来楽,https://tabelog.com/tokyo/A1315/A131503/13104950/,3.6,"￥1,000～￥1,999",－,好感度高い台湾家庭料理店,某有名会員制焼肉料理店オーナーのお気に入り女子に誘われて、「都内最高コスパを目指す！」と４月から会員制になった蓮沼「伊とう」を出た後で、台湾家庭料理店「喜来楽」へ（「シライル」と読むらしい）。<br>お気に入り女子はこんな所でも顔が効くらしく、台湾人の女将？が裏メニューやらおススメやらをどんどん出してくる。注文してない（結果的にサービス提供）ごぼうと肉の煮込みやトマトの砂糖漬け挟み　プルーンも良かったけど、台湾産の竹の子煮が、素材の味をよく引き出していて美味しい。「筍亭」の筍刺身にも匹敵する味わいでした。「肉圓」（パーワン）もコラーゲン質で再注文ありありなメニューでした。<br>今回は「伊とう」から流れた「食べ足し」でしたけど、改めてディナーとして来てみたい。ただし、店の雰囲気は場末感ＭＡＸなので、多人数での来店は無理。最大４名でも苦しいかも。もちろん、２階個室を予約するという手もあるけど、料理の注文などがやっぱり不便。食べるなら１階で女将と掛け合いしながら料理を選びたいですね。
47,餃子の王将 アリオ葛西店,https://tabelog.com/tokyo/A1313/A131305/13218493/,3.3,－,－,にんにくがっつり♡久々に食べて懐かしい王将餃子♪,≼2019年6月21日 初訪問≽<br><br>タピオカを飲みながら～♪<br>夕方近くでしたが、朝しか食べていなかったので母と２人でお腹が空いた。<br>フードコートにはお店がいっぱい。<br>何食べようか、と吟味して、王将の餃子に決定。<br>かれこれ、10年ぶりくらいに食べます。笑<br>避けてたわけではないのですが、機会がなくといった感じです。<br><br>メニューを見ると、テイクアウトは色んな種類があるのですが<br>イートインだとあまり種類が無かったので、餃子だけに。<br><br>✦餃子　１人前６個入り　240円＋税<br><br>こちらを２人前お願いしました。<br>クーポンだとか、ポイントカードだとか色々あったみたいですが<br>持ってなかったので、何も使わず。<br><br>オーダー後に焼くようで、音が鳴る機械を受け取り席にてウェイティング。<br>15分くらいはかかったと思います。<br>時間に余裕はあったので、待ち時間も特には気にはなりません。<br><br>出来立て餃子はあっつあつ♡<br><br>10年ぶりの王将の餃子。<br>やっぱり美味しいですね～♪<br>このがっつり効いてるにんにくがまた美味しいです。<br>焼き立ては最高！<br>６個あっという間にペロリです。笑<br>意外とお腹にもたまり、大満足！<br><br>種類が少ないのは残念ですが、ぶっちゃけ餃子さえ食べれれば良いかな。笑笑<br>ちなみに餃子は、にんにく無しも選べますよ。<br><br>またアリオで小腹が減ったら買いに来ますね。<br>ごちそうさまでした。
48,高松,https://tabelog.com/aichi/A2301/A230104/23029876/,3.5,－,～￥999,うまーいラーメン屋さん,近くに寄ったので今日はこちらで昼ごはん。<br>少し遅めに行ったので人はまばらでした。<br>味はとても美味しい。また行きたいお店です。<br><br>味・・・うまい<br>見た目・・・良い<br>値段・・・普通<br>雰囲気・・・良い<br>店内・・・普通<br>接客・・・普通<br>満足度・・・良い<br>量・・・普通<br>オススメ度・・・良い<br>また来るか・・・行きたい<br>喫煙・・・不可<br>トイレ・・・有<br>駐車場・・・<br><br>＊個人的な主観で書いてますので気になる方は参考にしてみてください。
49,ベジポタつけ麺えん寺,https://tabelog.com/tokyo/A1305/A130501/13154278/,-,－,－,ベジポタつけ麺えん寺,2019.06.19.<br>「ベジポタつけ麺えん寺」<br>・ベジポタ肉増しつけ麺<br>¥1000円<br>あちらこちらでいい噂をよく聞くもんで気になっていたお店。<br>池袋で買い物帰りにちょうど時間があったので行ってきました。<br>食べログでも池袋エリアで１位になってたほどのお店です。<br>一応池袋はらーめん激戦区ですからね！期待が高まります。<br>そして念願のベジポタデビューです。<br><br>着丼と同時に「さすが。」と舌鼓を打ってしまうほど綺麗な一杯。綺麗に畳まれた麺も食欲を駆り立ててくれるんです。<br>まずはスープを一口。<br>旨さ爆発の魚介豚骨スープ。そして、ベジポタによって生まれる甘みと驚異の粘度。こりゃ人気なわけですわ。<br>麺は胚芽麺ともっちり麺はを選べますが僕は胚芽麺を注文。<br>希少部位を練りこんでいるとかで栄養価や旨みも強いとのこと。<br>まずは麺単体で食べてみると驚き。<br>しっかりとした小麦の旨味と甘味がたまらない。<br>やや濃いめのつけ汁に負けることのないうまさ。<br>粘度の高いスープだからこそ麺につける汁の量を変える事でまた具合が変わってくるのがたまらんです。<br>いやぁ美味しかったです。<br>ごちそうさまでした。
50,クロニックタコス 銀座店,https://tabelog.com/tokyo/A1301/A130101/13218811/,3.3,"￥1,000～￥1,999",－,クロニックタコスでハッピーアワー...♪*ﾟ,タコス＆ナチョス@CHRONIC TACOS銀座店<br>先日からやけにメキシカンな気分で☺️<br>同僚を誘いCHRONIC TACOSへ<br>タコス＆ナチョス@CHRONIC TACOS銀座店<br>ハッピーアワーに間に合って<br>ビールとハイボールで乾杯<br>タコスはコーントルティーヤに<br>フライドシュリンプ<br>ワカモレと野菜をたっぷり～<br>ナチョスをシェア<br>明るいうちにアルコールって<br>ちょっと嬉しい
51,まぜそばラーメンwith,https://tabelog.com/tokyo/A1317/A131702/13228681/,3.0,－,－,,周年のローストビーフまぜそばが美味しかった！私はまぜそばや油そば、つけそば系はとにかく麺が太くて重たいイメージがあるので普段は避けるのですが、周年イベントで連れられていって食べてみたらこれはすごく美味しかったです！
52,とんかつ ゆたか,https://tabelog.com/tokyo/A1311/A131102/13003669/,3.0,－,"￥2,000～￥2,999",火が通り過ぎでした。,日曜日の16時30分のオープン過ぎに伺いました。<br>すでにお客さんが何組か入ってました。<br>お店は古いですがとても綺麗にされてて居心地いいです。<br><br>頂いたのは<br>⚪︎ロースカツ 1700円<br>（ご飯とキャベツはおかわり一回無料）<br>⚪︎定食セット 500円<br>（ご飯とお豆腐のお味噌汁付き）<br><br>運ばれてきた時のビジュアルは良いです。<br>お肉は中まで火が通っていてやわらかいですがパサパサ感を感じます。甘みもそんなに感じませんでした。<br>衣は粗めでサクサクと軽いですが何枚か下の面の衣がべちょっとしてて残念でした。<br>キャベツはふわふわでいくらでも食べれそう。お米はツヤツヤふっくらで美味しかったです。<br>サービスは気配りがあり丁寧で良かったです。<br>コスパは普通。
53,麺屋 つくし 三井アウトレット北陸小矢部店,https://tabelog.com/toyama/A1604/A160403/16007533/,3.4,～￥999,～￥999,340. アウトレットでギリギリ食べられた。その1,アウトレットモールって何時までやってるんだ？<br>夜も19時、お腹も空いて食べるとこ探してました。<br>今日はラーメンの気分。<br>小矢部のアウトレットモールって昼間にしか行った事無くて、夜は初めての訪問。<br>20時閉店？早くない？(苦笑)<br>なんとか滑り込みで食べられました。<br>色んな店が並ぶフードコートですが、目的はラーメン。<br>二軒からの選択です。つくしと光麺。やっぱり、ピリ辛味噌でつくし！チャーシュー玉ご飯もつけてみました。<br><br>いつもの安定の味。<br>ピリ辛は初めてだったけど、味噌同様美味い。<br>ご飯も卵トロトロでお肉も入ってて最高でした。<br><br>せめて22時くらいまでやっててくれると利用頻度も増えるんだけどな。
54,茶屋赤鰐,https://tabelog.com/gifu/A2101/A210101/21000111/,4.5,－,～￥999,やはりうまい！うまい！,ずっと行きたかったお店へ。<br>いや流石名店！みんながうまいって言うのがわかった。氷の削り方とシロップの加減が最高レベル。<br>また、食べに行きたいです。、<br><br>味・・・うますぎ<br>見た目・・・良い<br>値段・・・普通<br>雰囲気・・・良い<br>店内・・・居心地いい<br>接客・・・良い<br>満足度・・・良い<br>量・・・普通<br>オススメ度・・・良い<br>また来るか・・・行きたい<br>喫煙・・・むり<br>トイレ・・・有<br>駐車場・・・あり<br><br>＊個人的な主観で書いてますので気になる方は参考にしてみてください。
55,MORETHAN TAPAS LOUNGE,https://tabelog.com/tokyo/A1304/A130401/13224168/,3.4,－,"￥2,000～￥2,999",MORETHANでビュッフェ...♪*ﾟ,フォロワーさんお薦めの<br>MORETHAN TAPAS LOUNGEの<br>ランチビュッフェにやっと参加できた(*´∨`*)<br>お隣りMORETHAN BAKERYのパン<br>全種類制覇を目指すも8割くらいかな<br>途中で悲鳴を上げそうになるもまた後半に盛り返し<br>たまごサンドを食べたり紅茶をおかわりしたり……<br>お料理の品数も多くこちらも全制覇ならず( ;∀;)<br>近いうちにリベンジしたいと思ってしまった☆☆☆<br>☆　ごちそうさまでした　♪
56,料理旅館 金沢茶屋,https://tabelog.com/ishikawa/A1701/A170101/17006925/,3.3,"￥15,000～￥19,999",－,加賀料理の懐石で良いのでしょうか？,なんの前情報もなく、会社の旅行中に連れられてお邪魔しました。趣のある入り口はいかにも老舗というような佇まいで、中に入ると間接照明の明かりに照らされた朱色のテーブルが並び雅なエントランスです。ガラス越しに見える中庭も素敵でした。<br>お品書きがなく、仲居さんに料理の説明も求めなかったので、仲居さんが自発的に教えてくれたものしか覚えていませんので、写真でご判断いただきたいのですが、刺身はとても新鮮でどの料理も手が込んでいます。懐石料理だから当たり前ですね^_^;ただ、これが伝統的な加賀料理であるのかどうかはわかりませんでした。なにせ、最後に出てきたそうめん？のウニ和えがとっても美味しかったです！今更ですが、ちゃんと料理の内容を聞いておけば良かった…。ご馳走様でした！
57,是しん,https://tabelog.com/osaka/A2701/A270101/27077650/,4.4,"￥15,000～￥19,999",－,花火マニアの大将が演出にも拘るお料理は、プレミアムなポン酒と一緒に繰り出されます...：本日、開業6周年のメデタイ日でした。,"初訪<br><br>転勤で大阪に来て1.5年。ふと「なにわ」の懐石+割烹を堪能してないな...と、思い此方を2週間位前にTel にて単訪予約。お店の都合に合わせて空いてる日に入れて頂きました...<br><br>東梅田駅近くのアメリカ領事館の裏手にあるオフィスビル？のB1Fにございます。<br>入店1855、カウンター：6席、個室：4部屋？で、カウンター席の1番手前に通されました。結構、窮屈ですがプレミアムな席という事で致し方なし...<br><br>夜のお料理は、税サ（10%）別：12,000円 のワンメイク。ドリンクメニューはなく、目の前に陳列されてある超の付くプレミアムなポン酒（1升瓶：10-20万円位）を選ぶか、好みを大将にお伝えするかです...庶民は勿論、後者となりますがそれでも、一般的には、プレミアムポン酒でした...と、いうことで、頂いたのは、<br>12,000円：おまかせ<br>2,300円：ポン酒1合（石川 農口尚彦研究所 純米吟醸）<br>* 一般には販売されてないようです...<br>1,800円：ポン酒1合（香川 凱陣 純米吟醸）<br>19,216円：お会計 * 税サ込<br><br>ご登場されたお料理と ★ 所感は、<br>【先付：水無月豆腐】<br>★ 温製枝豆のすり流しに胡麻豆腐と小豆。温製ゆえに枝豆の風味が上品に広がります。<br><br>【凌ぎ：芋（里芋）蛸南瓜】<br>★ お出汁：味醂：お酢 = 10：1：0.7 で配合されたというジュレが素材の旨味を倍増させる逸品。残ったジュレを啜ろうとしたところガラスの器、重っ！お隣さんは賢くスプーンを所望されておりました...<br><br>【向付1：鱧湯引き】<br>★ 梅肉+山葵 で頂きます。骨切り完璧でした。<br><br>【向付2：シマアジ、キジハタ、マグロ、ノドグロ炙り】<br>★ シマアジ+マグロが少々、水っぽく感じたのが残念...【-0.1】<br><br>【八寸：青柳アボガドソース、鰻寿司、枝豆、トコブシ煮、サワガニ、合鴨ロース、ホオズキ、岩モズク】<br>★ 「茅の輪」を模したデコレーション。TVでしか見たことはありませんが、疫病が流行る夏を越す為の昔からのオマジナイ。大将からは「茅の輪」の潜り方のご説明がありました...内容的に盛り沢山ですが、青柳の砂抜きが不十分でジャリジャリでした...残念。【-0.1】<br><br>【オマケ1：ポン酒テイスティング】<br>偶々、お隣さんが常連さんだったようで、ポン酒テイスティングの、お晩酌に肖りました...写真右の4合瓶が、末端価格で54,000円だそうです...三重 木屋正酒造 而今 特上雄町　純米大吟醸<br><br>【焼物1：鮎塩焼】<br>★ 笹の葉の下に炭火が隠れて香り付け...笹の香りが鮎が食する「藻」の香りでは？と、錯覚してしまう演出の拘りよう...30分炭火でジックリと焼いた鮎は小振りなので、頭からバリバリと骨まで食せます。ポン酒がススミます。<br><br>【焼物2：松阪牛と丸茄子】<br>★ 言う事ナシの完璧でしたという事で省略。<br><br>【〆：玉蜀黍+帆立+バチコ の炊き込みご飯、赤出汁、お新香】<br>★ 玉蜀黍の風味豊かなご飯でした。残りはお持ち帰りできるのかと思いきや...駄目でした。<br><br>【水菓子1+2：果物ゼリー寄せ+葛切り】<br>★ 葛切りの弾力に脱帽でしたという事で詳細省略。抹茶と塩入り煎茶（写真無し）が、この後に振舞われました。<br><br>【オマケ2：秘密の小部屋=煙草部屋です...】<br>途中休憩で1Fの小部屋へ行ったところ、屏風や尺玉の花火（火薬は入ってません）が...大将、花火師になるか料理人になるか迷われたそうです。幼少の頃に自家製花火で3回xxx（注意されそうなので記載しません。ご本人に確認して下さい。）したらしく、料理人の道を選択されたとか...花火の音を聴けば何処の花火大会なのか判るという花火マニアは、吉兆で11年修行されて2013年に独立開業。本日で開業6周年のメデタイ日だったようです...<br><br>2品程、残念な内容でしたが、評価はコレでも控えめの内容の満足度の高さ。次回の予約をしようと思いましたが、自分の都合に合わせなければ2-3週間待ちで予約できそうなので保留。オフィスからも近いので、次回はランチ訪問かな？<br><br>退店2145。ほぼ3時間の長居でしたが、あっという間でした..."
58,法隆,https://tabelog.com/saitama/A1102/A110204/11038835/,4.0,－,～￥999,斑鳩,個人的にとても納得の出来たお店となりました。<br>いつもは適当に付けている評価。そう言い訳をしてますが、ぶっちゃけ個人的信念に基づいているつもりです。<br>大体、似たり寄ったりですが、そう感じているのは確かなんです。点数の部分でイメージする感覚に素直に従っているんです。この辺話長くなるので割愛。<br><br><br>出ちゃいました。ラーメンの多分最高点だと思います。<br>白河ラーメンが好きになったからです。<br>窮屈感を感じない店内だったからです。<br><br>券売機制度のお店。<br>両替が一万円も出来るのは嬉しい。<br>カウンター９：３の１２席かな？<br>コップがガラス製。食べ手は嬉しいです。綺麗で擦りキズ無かったです。<br>お手間でしょうが、一食を真剣にトータルで楽しむとしたら、外せない部分ですね。<br><br>水ポット・ティッシュ・プラ箸・爪楊枝。<br>ブラックペッパーはGABANで、グラウンドとパウダーの用意。<br>七味・・・個人的には辛味へのこだわりが欲しいなって思いますが、結果七味ならば問題無いです。<br><br>台拭きもある。食べ終わったら綺麗にして帰ろう！<br><br>しばし待ちます。１１時から営業は感謝ですね。<br>テレビは面白くない通販が流れている。<br>逆に一番無難なのかもしれないですね。食に集中できます。<br><br>お二人で切り盛りかな。<br><br>カウンターの下にフックもあるし、椅子の下に荷物も置けるそうな。ハンガーもちゃんと有ります。<br>本当に気持ちよく頂けるお店です。<br><br>到着。ちゃんと台の上でなく、厨房から調理の男性が一回台に置き、女性は客側に周り受け取り目の前に置いてくれます。<br><br>本来の、「食べてもらう姿勢」です。台に置いて客が受け取るのでも全然かまいませんが、もてなし感としては気持ちよくなります。<br><br>食べます。<br>好きな味だし、これぞ白河ラーメンと思う味わい。<br>シンプルな味なのですが、醤油の風味がキュッとします。<br>麺は手打ちなんだろうな。<br>チャーシューは周りが紅色が少々で煮しまったタイプ。<br>麺・汁・具。三位一体の味。やや、最後には塩味が弱く感じるのは麺は影響なのか？良い悪いではなく、そう感じたというメモです。<br><br>途中から暑く感じる頃に、空調がしっかり効いて居心地が良くなります。<br><br>食べ手の事を考え抜いたお店だと思いました。<br><br>あくまでも、混雑前の利用とか、そう言う体調とかたまたま要素もあるでしょうが、私が良いな・こうして欲しいなと言うことすべてやっているお店だと思いました。<br><br>もちろん。個人差あります。普通と感じる好みや世代と言うのもあると思います。私はこう感じたと言う事です。<br><br>では。
59,蕎麦きり はるきや,https://tabelog.com/tokyo/A1323/A132302/13177448/,3.4,－,"￥4,000～￥4,999",はるきって行こう！,以前は地下のお店でびびっていた記憶がうっすら。<br><br>すっかり蕎麦好き・・・ウソ・・・蕎麦前好きになってあちこち行っていたら、地下程度では問題なく入ってみようと思うようになりました。<br>が、開店と同時じゃないと入れないです。認知され先客さんが沢山で混雑しているお店にうっかり入るのが嫌だからです。<br><br>こちらのお店は階段降りるとガラス張りに一部なっているのでお店の中の様子がわかります。混んでいたら入らなきゃいいと言う感じで行ってみてもオッケーなお店です。<br><br>店内はテーブル席が２：２：２：４と大きな島で８人座れる空間でした。<br><br>さて、無事席を確保。お酒の確認もしてどうしようと考えます。<br><br>悩んだ結果。<br>真澄ちゃんをご指名。お久しぶり！<br><br>陶板焼はタレか塩が選べるそうで、タレにしました。<br>あとは板わさ頼んで第一陣。<br><br>で、予定で追加のお酒で締めに蕎麦の何時ものパターン予定です。<br><br>さて、到着。<br>真澄ちゃんは濃厚です。むちむちのボディですが、軽い身のこなしでスッとキレのある印象もあります。ハマっちゃいます。<br><br>板わさもむっちり。蕎麦屋さんらしいクオリティ。<br>週末しか営業しないって何だろう？平日は修行とかなんとか。<br><br>ランニングコストを心配してしまいます。ビルの持ち主なのか？特別なのか？<br><br>私、今、人が苦手です。<br>他人の嫌なところしか見れません。<br>いつまで続くかなぁ。<br>と言うか昔からそんなに人が好きではなかったけどね。<br><br>開店して３０分くらいで席が大体埋まる感じでした。<br><br>鴨の陶板焼き。<br>タレは薄い印象。単体で食べ切れる感じ。<br><br>薬味交換。<br>鴨+わさび・・・いいけどわさび大量に必要。脂の濃さとワサビの必要量は比例する。<br>山椒+板かま・・山椒の苦味が出る。<br>面白いです。<br><br>しかし、陶板焼きはボリュームあります。<br>ナス・ネギ・舞茸・パプリカなどと結構な量の鴨。値段以上のボリュームです。<br><br>サービスはたどたどしいけど若いから許す。許されているうちに成長希望。どうせ社会では通用しないのだから、今を通じて、何かをつかんでいただければと思います。<br><br>蕎麦にします。<br><br>太さ不揃い。長さ短い。<br>つゆは酸味のある軽い印象。たっぷりつけてもいい感じかも。<br>蕎麦湯は濁り系。致命的と私が思うのはぬるさ。熱々が蕎麦湯だと思っています。蕎麦湯ってお湯ですよね？温泉の湯ではないのだから、料理としての「湯」は熱いのが本式だと思っています。違うのかなぁ。<br><br>と、最後になって躓いちゃいましたが、雰囲気の良いお店でありました。
60,ザ　博多 有楽町店,https://tabelog.com/tokyo/A1301/A130102/13096707/,-,－,"￥4,000～￥4,999",博多一食いや、一色,アンテナショップ巡り。<br>都道府県としてのアンテナショップやその中でも中心的な市町村いくつかで立ち上げるアンテナショップなどもありますが、こちらは「博多」と言う事なんでしょうね。<br><br>博多って・・・何？知らない土地の知識なんて所詮その程度ですね。今もある地名なのか、昔の名なのか？ちょっとだけ調べる。<br><br>由緒ある昔の名のようで、由来は諸説あるようですね。時間が無いので持論は展開しません。<br><br>その昔、福岡部と博多部で引っ張り合いがあったみたいですね。今も「博多区」として名は残っているけれど、狭義のエリアとしてはもっと狭いエリアを言うようですね。<br><br>さて、そんな博多。<br><br>エイリアンラーメンやあご出しラーメンなどを購入。あとは八女茶がブランドのようなので信じて購入。<br><br>エイリアンラーメン・・・ワラスボの干物でも入っていて、お湯で戻すと元の形に戻ったらおっかねぇですね・・・入ってないですけど。<br><br>和紅茶サイダーなる物もありました。<br><br>みんな実家行き・・・さて、反響はあるか？<br><br>あったら追記。<br><br>喜ぶかな？
61,ヨーキーズ ベーカリー,https://tabelog.com/hyogo/A2801/A280101/28054215/,3.3,－,～￥999,ヨーキーズさん、ベーカリーもされてたのですね！　＠三宮 | 美味しいもの食べて幸せに♪, 久しぶりに三宮をぶらぶら～ 大阪と違って、目新しいものがいっぱい！ 歩いてるだけで、楽しいな～ 歩いてたら、神戸国際会館に迷いこんじゃったみたいで、どんなお店あるのかな？っと見ると お？ヨーキーズさんのベーカリーがあるじゃない！ ちょうど、朝食用のパンがないから買って帰ろう <br> YORKYSBAKERYさん 神戸国際会館　B2F最初、どこか全然わからなかったのですが、ビゴさんの奥にお店はあると思っていただければ、着けると思います   <br> <br> 食パンは、１斤　４５０円　２斤　９００円の２種類 一先ず、１斤をお持ち帰りしましょう！ <br> <br> 1斤サイズで焼いてるって珍しいですね～だいたい、２斤を半分にしてる所が多いのに！ スライスは自分好みでしたいので、こういうのはうれしい  かわいらしいマークが刻印されてる！ <br>生で食べると、ふわりと甘さを感じる<br>蜂蜜と練乳が使われてるからなんですね<br> <br>トーストしてみました！<br> <br> <br> さっくりとふんわりしてて、トーストするとさらに甘さが増すように思います 私は、最近GETした成城石井のいちごバターが最近のトーストのお供 ごちそうさまでした   ヨーキーズベーカリー<br>078-262-1110<br>兵庫県神戸市中央区御幸通8-1-6神戸国際会館SOLB2F<br>営業時間　10:00～20:00定休日　不定休   
62,木村屋本店 銀座一丁目店,https://tabelog.com/tokyo/A1301/A130101/13108317/,3.0,－,－,たこしゃぶでお祝い会＠木村屋本店...♪*ﾟ,本日Fちゃんのお祝いで幹事が選んだのは木村屋本店<br>たこしゃぶをメインに２時間飲み放題＋食べ放題<br>「食べ」も放題って初めてかも・・・<br>ただし１度にオーダーできる品数が限っていてその上混んでいたせいかお料理がなかなか来なかった<br>フロアさんが少なすぎて全体が回っていない感じ<br>飲み物も遅かった(-_-)<br>きれいに並んだタコは部位によってすっごく固いものもあったが全体にはおいしかった<br>６人で４皿も食べてしまった(^。^;)<br>大きな団体が入っていないときにゆったり訪れたいものだ<br>フロアさん、お疲れ様...♪*ﾟ
63,日本料理 銀座 おのでら,https://tabelog.com/tokyo/A1301/A130101/13048355/,3.5,"￥10,000～￥14,999",－,銀座　おのでら,昨夜は会社の懇親会でGINZA SIXの裏手にある割烹屋さん【おのでら】に初訪問！<br>女将さんが自らつくる料理を堪能してきました！<br><br>あわびの天ぷら、はまぐりの汁、マグロのお刺身、はものフライ、真鯛の煮付け、なすのおひたし、〆は赤だしのお味噌汁に、炊き込みご飯。<br><br>飲み物は、生ビール、浦霞、黒龍！<br>どれも美味しくいただだきました！<br><br>和食の王道を静かな個室でいただけるので、<br>接待には、適したお店だと思います！
64,カラオケ 喫茶 JUN,https://tabelog.com/osaka/A2701/A270205/27111862/,3.2,－,－,アイスコーヒーとホットドッグのモーニングセットをいただきました(^｡^)350円,かなり前にお店をみつけて気になっていた喫茶店です。<br>同じ店名の喫茶店はネットにありましたが、こちらの喫茶店と違うようで、ついにお店にはいってモーニングサービスをいただきました。<br><br>営業時間は7:00〜21:00のようです<br>モーニングサービスは朝7:00〜正午(12:00)までやっていて、トースト、サンドイッチ、ホットドッグが350円でした。<br><br>店名はカウンターが9席<br>テーブルは6人掛けが2つでした<br><br>男性と女性きふたりで切り盛りされていて、店内は常連さんでいっぱいでした。<br><br>コーヒーはペーパードリップのようでした。<br>ホットドッグは具沢山で350円でアイスコーヒーのモーニングサービスとしては、かなりお得な内容でした。
65,いせのじょう,https://tabelog.com/hokkaido/A0101/A010301/1009504/,3.3,－,～￥999,いせのじょうさんで、卵とじラーメン（札幌市白石区菊水1条1：2019年90杯目）,6月某日、札幌の病院へ行く前の朝食は、札幌市白石区菊水1条1丁目にある「餃子と麺いせのじょう」さんで、卵とじラーメンをいただきました。（600円也）<br><br>ネギにほうれん草に、<br>ふわふわ卵などがのっています。<br><br>いせのじょう本店さんには、先月に続いて4回目の訪問です。<br>過去記事↓↓<br>・いせのじょうさんでしょうゆラーメン（2017年39杯目）[2017-03-15]<br>・いせのじょうさんでしょうゆラーメン 2（2019年54杯目）[2019-04-20]<br>・いせのじょうさんで、辛口白菜ラーメン（2019年75杯目）[2019-05-19]<br><br>いただいた、卵とじラーメンの麺は、いつもの須藤製麺さんの麺です。<br>スープは、卵のまろやかさで加わって食べすすんでいけます。<br><br>子供の頃の昔から、自分で作るインスタントラーメン（ダブルラーメンとかが多かったかな）には、卵を入れてよく作って食べていたな―と思いだしました。<br>ごちそうさま＾＾<br><br>※ブログからの投稿です。<br>https://eihoka2.exblog.jp/30658038/<br><br>（後書）<br>点数はお店に失礼なような気がするし、ある意味業務妨害と思われるので全部満点にします。お店が紹介できれば良いと考えています。※全部満点にしているので実際の表示は3.3となるようです。
66,たことぼうず。,https://tabelog.com/aichi/A2306/A230603/23065498/,4.0,－,－,たこ焼きだけじゃないよ～おつまみ色々あります♪,今日は蒲郡のレビュアー様とラーメンランチ<br>からの～カフェで一息ついて<br>そして竹島を案内してもらい～の<br>蒲郡駅にてレビュアー様とお別れ<br>時間は１５時ちょっと過ぎ<br>帰るにはちぃ～とばかり早い時間<br>色白君、吸い込まれるように駅地下街へ<br>この時間に開いてるお店は少ないんです<br>仁仙さんとたことぼうずさん<br>仁仙さんは１０日くらい前に寄ったばかり<br>久々にたことぼうずさんに寄ってみましょう<br>お店に入ると、ご主人まだ準備中<br>とりあえずお酒だけならお出し出来ますよって<br>全然構いませんよ～<br>今日は外が暑くて喉がカラカラ<br>今すぐ飲みたいのであります(笑)<br>それではサクッと１杯やっていきます♪<br><br><br>本日いただいた料理とお酒<br>名物！牛スジ肉の煮込み<br>たこやき 塩８個×２<br>豚ナンコツと大根を甘辛く煮たヤツ<br>たこやき ソース８個<br>オクラ芽カブ納豆 韓国のり付<br>瓶ビール×７<br><br>キンキンに冷えた黒ラベル<br>グラスに注いでクイッと<br>くーっ！これこれ～生き返ります♪<br>あっという間に１本やっつけて２本目突入<br>２本目もぐびぐびいっちゃいます<br>つい先日まで平日禁酒していた自分<br>とてもそうとは思えないほどにハイペース(笑)<br><br>たこやきが焼き上がるまで時間がかかるとの事<br>先に牛スジ肉の煮込みをいただきます<br>いい感じにお出汁がしみしみ<br>牛スジも大根もとっても美味しい<br>牛スジは適度な噛み応えありで食感もＯＫ<br><br>たこやきはトッピングが４種類<br>ソース、だししょうゆ、ポン酢、塩<br>この中から気になった塩でいただく事に<br>鰹節だけかけてもらいましたよ<br>たこやきの上で鰹節が踊っていますね<br>早速熱々を頬張りましょう～<br>外はカリっと、中はとろとろ<br>タコはゴロっと大きめサイズ<br>このタコが凄く柔らかい！<br>塩をパラパラとふりかけただけ<br>これがまた凄くいいんだな～<br>生地の味とタコの旨味を純粋に味わえる<br>ちょっと通好みの食べ方だけど、なんかハマる<br>こりゃ、おかわりだな(笑)<br><br>豚ナンコツと大根を甘辛く煮たヤツ<br>ネーミングそのまんまです<br>豚ナンコツはコリコリ～のとろ～りといい食感<br>甘辛～い豚ナンコツと大根にマスタードをちょいとつけて<br>もう最初から解ってるんですよ、美味いヤツって(笑)<br><br>今度はたこやきをソースで<br>鰹節ぶっか～け～にマヨネーズ<br>王道のお味でございます<br>こちらもタイミング良く焼きたて<br>熱々のたこやきを頬張るのは至福の時♪<br><br>オクラ芽カブ納豆に韓国のり付<br>まずはネバネバトリオをよ～く混ぜ混ぜ<br>それを韓国のりでサンドしてパクっと<br>ネバネバ大好きな自分、文句なしでうまし！<br>配分間違えてネバネバトリオが先に無くなる！？<br>大丈夫、安心して下さい<br>韓国のりだけでもいいつまみになりますから<br><br>当初はサクッと引っかけて帰る予定<br>だがしかし、居心地が良くて長居し過ぎたのだよ(笑)<br>店主ロッキーさん、見た目ちょいといかつい感じ<br>でも実際は凄く気さくで、とっても優しい人ですよ～<br>お持ち帰りもいいけど、店内でたこやきつまみに１杯<br>きっとロッキーさんと楽しい時間を過ごせるはず♪<br>大変美味しくいただきました、ご馳走さまでした
